address,zip,town,suspected_lead,psl_materials,psl_other,service_line,csl_other
166 MIDLAND AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
166 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
166 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
166 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
166 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
166 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
167 ALEXANDER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
167 CLAREMONT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
167 COOPER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
167 EAGLE ROCK WAY,07042,MONTCLAIR,N,C,NA,C,NA
167 GORDONHURST AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
167 HARRISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
167 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
167 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
167 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
167 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
167 PINE STREET 1ST,07042,MONTCLAIR,Y,C,NA,G,NA
167 PINE STREET 2ND,07042,MONTCLAIR,Y,C,NA,UX,NA
167 S MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
167 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
167 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
167 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
167 WATCHUNG AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
167A HARRISON AVENUE 1ST,07042,MONTCLAIR,N,C,NA,C,NA
167A HARRISON AVENUE 2ND,07042,MONTCLAIR,N,C,NA,C,NA
167B HARRISON AVENUE 1ST,07042,MONTCLAIR,N,C,NA,C,NA
167B HARRISON AVENUE 2ND,07042,MONTCLAIR,N,C,NA,C,NA
168 ALEXANDER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
168 CHRISTOPHER STREET,07043,MONTCLAIR,N,C,NA,C,NA
168 GATES AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
168 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
168 GORDONHURST AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
168 HARRISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
168 MIDLAND AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
168 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
168 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
168 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
168 UNION STREET,07042,MONTCLAIR,N,C,NA,C,NA
168 WATCHUNG AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
168 WILDWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
169 COOPER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
169 CHRISTOPHER STREET,07043,MONTCLAIR,N,C,NA,C,NA
169 GORDONHURST AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
169 HARRISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
169 LORRAINE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
169 MIDLAND AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
169 MONTCLAIR AVENUE,07043,MONTCLAIR,Y,C,NA,O,Brass
169 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
169 PINE STREET,07042,MONTCLAIR,Y,C,NA,O,BRASS
169 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
169 UNION STREET,07042,MONTCLAIR,N,C,NA,C,NA
169 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,Y,C,NA,G,NA
169 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
169 WILDWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
17 AUBREY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
17 ARGYLE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
17 BERKELEY PLACE,07042,MONTCLAIR,N,C,NA,C,NA
17 BURNSIDE STREET,07043,MONTCLAIR,N,C,NA,C,NA
17 BELLEGROVE DRIVE,07043,MONTCLAIR,N,C,NA,C,NA
17 BROOKFIELD ROAD 1ST,07043,MONTCLAIR,N,C,NA,C,NA
17 BROOKFIELD ROAD 2ND,07043,MONTCLAIR,N,C,NA,C,NA
17 CAREY COURT,07042,MONTCLAIR,N,C,NA,C,NA
17 CARLISLE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
17 CARLTON DRIVE,07043,MONTCLAIR,N,C,NA,C,NA
17 CARTERET STREET,07043,MONTCLAIR,N,C,NA,C,NA
17 CHAMPLAIN TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
17 CHESTER ROAD,07043,MONTCLAIR,N,C,NA,C,NA
17 CLAIRIDGE COURT,07042,MONTCLAIR,N,C,NA,C,NA
17 CLOVERHILL PLACE,07042,MONTCLAIR,N,C,NA,C,NA
17 COLUMBUS AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
17 CROSS STREET,07042,MONTCLAIR,N,C,NA,C,NA
17 CAROLIN ROAD,07043,MONTCLAIR,N,C,NA,C,NA
17 CENTRAL AVENUE 1ST,07042,MONTCLAIR,N,C,NA,C,NA
17 CENTRAL AVENUE 2ND,07042,MONTCLAIR,N,C,NA,C,NA
17 CHARLES STREET,07042,MONTCLAIR,Y,C,NA,UX,NA
17 DURYEA ROAD,07043,MONTCLAIR,N,C,NA,C,NA
17 ELSTON ROAD,07043,MONTCLAIR,N,C,NA,C,NA
17 ERWIN PARK ROAD,07042,MONTCLAIR,N,C,NA,C,NA
17 ESSEX AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
17 EUCLID PLACE,07042,MONTCLAIR,N,C,NA,C,NA
17 FAIRMOUNT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
17 FRANKLIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
17 FULTON STREET,07042,MONTCLAIR,N,C,NA,C,NA
17 FAIRFIELD STREET,07042,MONTCLAIR,Y,C,NA,G,NA
17 FRANCIS PLACE,07042,MONTCLAIR,N,C,NA,C,NA
17 FRANKLIN PLACE,07042,MONTCLAIR,N,C,NA,C,NA
17 GARDINER PLACE,07042,MONTCLAIR,N,C,NA,C,NA
17 GATES AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
17 GLENRIDGE PARKWAY,07042,MONTCLAIR,N,C,NA,C,NA
17 GLENSIDE TERRACE,07043,MONTCLAIR,N,C,NA,C,NA
17 GLENWOOD ROAD,07043,MONTCLAIR,N,C,NA,C,NA
17 GODFREY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
17 GRAHAM TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
17 GREENVIEW WAY,07043,MONTCLAIR,N,C,NA,C,NA
17 GRAY STREET,07042,MONTCLAIR,N,C,NA,C,NA
17 GRENADA PLACE,07042,MONTCLAIR,N,C,NA,C,NA
17 HAWTHORNE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
17 HIGH STREET,07042,MONTCLAIR,N,C,NA,C,NA
17 HITCHCOCK PLACE,07042,MONTCLAIR,N,C,NA,C,NA
17 HOLLYWOOD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
17 HOWE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
17 HELLER DRIVE,07043,MONTCLAIR,N,C,NA,C,NA
17 HILLTOP PLACE,07042,MONTCLAIR,Y,C,NA,G,NA
17 JEROME PLACE,07043,MONTCLAIR,N,C,NA,C,NA
17 KENNETH ROAD,07043,MONTCLAIR,N,C,NA,C,NA
17 LEXINGTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
17 LINDEN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
17 LASALLE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
17 LAUREL PLACE,07043,MONTCLAIR,N,C,NA,C,NA
17 MADISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
17 MARQUETTE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
17 MELROSE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
17 MENDL TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
17 MIDLAND AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
17 MILLER STREET,07042,MONTCLAIR,N,C,NA,C,NA
17 MISSION STREET,07042,MONTCLAIR,N,C,NA,C,NA
17 MISSION STREET 2ND,07042,MONTCLAIR,N,C,NA,C,NA
17 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
17 MOUNT VERNON ROAD,07043,MONTCLAIR,N,C,NA,C,NA
17 MOUNTAINVIEW PLACE,07042,MONTCLAIR,N,C,NA,C,NA
17 MARION ROAD,07043,MONTCLAIR,N,C,NA,C,NA
17 MARSTON PLACE,07042,MONTCLAIR,N,C,NA,C,NA
17 MONTAGUE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
17 MORNINGSIDE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
17 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
17 NASSAU ROAD,07043,MONTCLAIR,N,C,NA,C,NA
17 NISHUANE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
17 NORMAN ROAD,07043,MONTCLAIR,N,C,NA,C,NA
17 NEW STREET,07042,MONTCLAIR,N,C,NA,C,NA
17 OXFORD STREET 2ND,07042,MONTCLAIR,N,C,NA,C,NA
17 OXFORD STREET-1ST,07042,MONTCLAIR,N,C,NA,C,NA
17 PARK TERRACE,07043,MONTCLAIR,N,C,NA,C,NA
17 PLEASANT WAY,07042,MONTCLAIR,N,C,NA,C,NA
17 PLYMOUTH STREET,07042,MONTCLAIR,N,C,NA,C,NA
17 PRESCOTT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
17 PROSPECT TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
17 PARKWAY,07043,MONTCLAIR,Y,C,NA,L,NA
17 PLEASANT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
17 SAINT LUKES PLACE,07042,MONTCLAIR,N,C,NA,C,NA
17 SHERMAN STREET,07042,MONTCLAIR,N,C,NA,C,NA
17 STEPHEN STREET,07042,MONTCLAIR,N,C,NA,C,NA
17 SUNSET PARK,07043,MONTCLAIR,N,C,NA,C,NA
17 STANFORD PLACE,07042,MONTCLAIR,N,C,NA,C,NA
17 STONEHENGE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
17 SYLVAN PLACE,07042,MONTCLAIR,N,C,NA,C,NA
17 TALBOT STREET,07042,MONTCLAIR,N,C,NA,C,NA
17 THE FAIRWAY,07043,MONTCLAIR,N,C,NA,C,NA
17 UPPER MOUNTAIN AVENUE 1ST,07042,MONTCLAIR,Y,C,NA,G,NA
17 UPPER MOUNTAIN AVENUE 2ND,07042,MONTCLAIR,Y,C,NA,G,NA
17 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
17 VERA PLACE,07042,MONTCLAIR,N,C,NA,C,NA
17 VICTORIA TERRACE,07043,MONTCLAIR,N,C,NA,C,NA
17 WALNUT PARKWAY-1ST,07042,MONTCLAIR,N,C,NA,C,NA
17 WALNUT PARKWAY-2ND,07042,MONTCLAIR,N,C,NA,C,NA
17 WARFIELD STREET,07043,MONTCLAIR,N,C,NA,C,NA
17 WARREN PLACE,07042,MONTCLAIR,N,C,NA,C,NA
17 WATCHUNG PLAZA,07042,MONTCLAIR,N,C,NA,C,NA
17 WILFRED STREET,07042,MONTCLAIR,N,C,NA,C,NA
17 WILLOWMERE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
17 WARD PLACE,07042,MONTCLAIR,N,C,NA,C,NA
17 WARMAN STREET 1ST,07042,MONTCLAIR,Y,C,NA,UX,NA
17 WARMAN STREET 2ND,07042,MONTCLAIR,Y,C,NA,UX,NA
17 WASHINGTON STREET,07042,MONTCLAIR,N,C,NA,C,NA
17 WATERBURY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
17 WAYSIDE PLACE,07042,MONTCLAIR,Y,C,NA,G,NA
17 WILLIAM STREET,07042,MONTCLAIR,Y,C,NA,O,BRASS
17 WINDSOR PLACE,07043,MONTCLAIR,N,C,NA,C,NA
17 YALE TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
17-19 MUNN STREET,07042,MONTCLAIR,N,C,NA,C,NA
17-19 MONROE PLACE,07042,MONTCLAIR,Y,C,NA,UX,NA
170 BLOOMFIELD AVENUE,07042,MONTCLAIR,Y,C,NA,UX,NA
170 CHRISTOPHER STREET,07043,MONTCLAIR,N,C,NA,C,NA
170 COOPER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
170 GATES AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
170 GORDONHURST AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
170 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
170 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
170 INWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
170 LINCOLN STREET,07042,MONTCLAIR,N,C,NA,C,NA
170 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
170 ORANGE ROAD,07042,MONTCLAIR,Y,UX,NA,C,NA
170 PINE STREET - UNIT A,07042,MONTCLAIR,N,C,NA,C,NA
170 PINE STREET - UNIT B,07042,MONTCLAIR,N,C,NA,C,NA
170 PINE STREET - UNIT C,07042,MONTCLAIR,N,C,NA,C,NA
170 PINE STREET - UNIT D,07042,MONTCLAIR,N,C,NA,C,NA
170 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
170 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
170 WILDWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
171 CHRISTOPHER STREET,07043,MONTCLAIR,N,C,NA,C,NA
171 FERNWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
171 HARRISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
171 LINCOLN STREET 1ST,07042,MONTCLAIR,N,C,NA,C,NA
171 LINCOLN STREET 2ND,07042,MONTCLAIR,N,C,NA,C,NA
171 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
171 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
171 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
171 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
171 WILDWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
172 CHRISTOPHER STREET,07043,MONTCLAIR,N,C,NA,C,NA
172 GATES AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
172 GORDONHURST AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
172 LINCOLN STREET,07042,MONTCLAIR,N,C,NA,C,NA
172 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
172 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
172 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
172 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
172 VALLEY ROAD,07043,MONTCLAIR,Y,C,NA,G,NA
172 WATCHUNG AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
173 ALEXANDER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
173 GLENRIDGE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
173 GORDONHURST AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
173 GATES AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
173 HARRISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
173 MIDLAND AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
173 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
173 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
173 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
173 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
173 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
173 WATCHUNG AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
173 WILLOWDALE AVENUE,07042,MONTCLAIR,Y,C,NA,UX,NA
174 CHRISTOPHER STREET,07043,MONTCLAIR,N,C,NA,C,NA
174 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
174 HARRISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
174 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
174 INWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
174 MIDLAND AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
174 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
174 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
174 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
174 PINE STREET 1ST,07042,MONTCLAIR,N,C,NA,C,NA
174 PINE STREET 2ND,07042,MONTCLAIR,N,C,NA,C,NA
174 S MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
174 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
174 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
174 WATCHUNG AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
174 WILDWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
174 WALNUT STREET,07042,MONTCLAIR,N,C,NA,C,NA
174 WALNUT STREET 1ST,07042,MONTCLAIR,N,C,NA,C,NA
174 WALNUT STREET 2ND,07042,MONTCLAIR,N,C,NA,C,NA
175 COOPER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
175 EAGLE ROCK WAY,07042,MONTCLAIR,N,C,NA,C,NA
175 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
175 FERNWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
175 GLENRIDGE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
175 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
175 HARRISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
175 MIDLAND AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
175 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
175 S MOUNTAIN AVENUE,07042,MONTCLAIR,Y,C,NA,UX,NA
175 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
175 WILDWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
176 BELLEVUE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
176 CHRISTOPHER STREET,07043,MONTCLAIR,N,C,NA,C,NA
176 COOPER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
176 EAGLE ROCK WAY,07042,MONTCLAIR,N,C,NA,C,NA
176 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
176 GORDONHURST AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
176 MIDLAND AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
176 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
176 S MOUNTAIN AVENUE,07042,MONTCLAIR,Y,C,NA,L,NA
176 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
176 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
176 WALNUT STREET,07042,MONTCLAIR,N,C,NA,C,NA
176 WATCHUNG AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
176 WILDWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
177 CHRISTOPHER STREET,07043,MONTCLAIR,N,C,NA,C,NA
177 CLAREMONT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
177 FOREST STREET,07042,MONTCLAIR,Y,C,NA,UX,NA
177 GATES AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
177 LORRAINE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
177 MIDLAND AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
177 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
177 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
177 PARK STREET 1ST,07043,MONTCLAIR,N,C,NA,C,NA
177 PARK STREET 2ND,07043,MONTCLAIR,N,C,NA,C,NA
177 UNION STREET,07042,MONTCLAIR,N,C,NA,C,NA
177 WILLOWDALE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
178 ALEXANDER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
178 CLAREMONT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
178 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
178 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
178 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
178 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
178 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
178 VALLEY ROAD 1ST,07043,MONTCLAIR,N,C,NA,C,NA
178 VALLEY ROAD 2ND,07043,MONTCLAIR,N,C,NA,C,NA
179 ALEXANDER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
179 CLAREMONT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
179 COOPER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
179 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
179 GLENRIDGE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
179 HARRISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
179 MIDLAND AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
179 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
179 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
179 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
179 WALNUT STREET,07042,MONTCLAIR,N,C,NA,C,NA
179 WATCHUNG AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
179 WILLOWDALE AVENUE,07042,MONTCLAIR,Y,C,NA,UX,NA
18 AUBREY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
18 ALEXANDER AVENUE,07043,MONTCLAIR,Y,C,NA,G,NA
18 BALDWIN STREET,07042,MONTCLAIR,N,C,NA,C,NA
18 BELL STREET,07042,MONTCLAIR,N,C,NA,C,NA
18 BELLAIRE DRIVE,07042,MONTCLAIR,N,C,NA,C,NA
18 BELLEGROVE DRIVE,07043,MONTCLAIR,N,C,NA,C,NA
18 BRAEMORE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
18 BRUCE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
18 BRUNSWICK ROAD,07042,MONTCLAIR,N,C,NA,C,NA
18 BURNSIDE STREET,07043,MONTCLAIR,N,C,NA,C,NA
18 CAROLIN ROAD,07043,MONTCLAIR,N,C,NA,C,NA
18 CARTERET STREET,07043,MONTCLAIR,N,C,NA,C,NA
18 CEDAR AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
18 CHARLES STREET,07042,MONTCLAIR,N,C,NA,C,NA
18 CLAIRIDGE COURT,07042,MONTCLAIR,N,C,NA,C,NA
18 CLAREMONT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
18 CLINTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
18 CLOVERHILL PLACE,07042,MONTCLAIR,N,C,NA,C,NA
18 CLUB ROAD,07043,MONTCLAIR,N,C,NA,C,NA
18 COLLEGE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
18 COTTAGE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
18 COTTAGE PLACE/GRAMMAR SCH,07042,MONTCLAIR,N,C,NA,C,NA
18 CROSS STREET,07042,MONTCLAIR,N,C,NA,C,NA
18 CAPRON LANE,07043,MONTCLAIR,N,C,NA,C,NA
18 CENTRAL AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
18 CHESTER ROAD,07043,MONTCLAIR,N,C,NA,C,NA
18 COLUMBUS AVENUE,07042,MONTCLAIR,Y,C,NA,UX,NA
18 DODD STREET,07042,MONTCLAIR,N,C,NA,C,NA
18 DURYEA ROAD,07043,MONTCLAIR,N,C,NA,C,NA
18 EDGECLIFF ROAD,07043,MONTCLAIR,N,C,NA,C,NA
18 ELIZABETH ROAD,07043,MONTCLAIR,N,C,NA,C,NA
18 ELSTON ROAD,07043,MONTCLAIR,N,C,NA,C,NA
18 ENFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
18 ELMWOOD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
18 FAIRFIELD STREET,07042,MONTCLAIR,N,C,NA,C,NA
18 FAIRMOUNT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
18 FIDELITY PLACE,07042,MONTCLAIR,N,C,NA,C,NA
18 FULTON STREET 1ST RIGHT,07042,MONTCLAIR,N,C,NA,C,NA
18 FULTON STREET 2ND,07042,MONTCLAIR,N,C,NA,C,NA
18 FRANKLIN PLACE,07042,MONTCLAIR,Y,C,NA,UX,NA
18 FULTON STREET 1ST,07042,MONTCLAIR,Y,C,NA,UX,NA
18 FULTON STREET 2ND,07042,MONTCLAIR,Y,C,NA,UX,NA
18 GLENRIDGE PARKWAY,07042,MONTCLAIR,N,C,NA,C,NA
18 GLENSIDE TERRACE,07043,MONTCLAIR,N,C,NA,C,NA
18 GRAHAM TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
18 GREENVIEW WAY,07043,MONTCLAIR,N,C,NA,C,NA
18 GARDINER PLACE,07042,MONTCLAIR,N,C,NA,C,NA
18 GATES AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
18 GRENADA PLACE,07042,MONTCLAIR,N,C,NA,C,NA
18 HITCHCOCK PLACE,07042,MONTCLAIR,N,C,NA,C,NA
18 HOLLAND TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
18 HELLER DRIVE,07043,MONTCLAIR,Y,C,NA,O,BRASS
18 INNESS PLACE,07042,MONTCLAIR,N,C,NA,C,NA
18 JEROME PLACE,07043,MONTCLAIR,N,C,NA,C,NA
18 LABEL STREET,07042,MONTCLAIR,N,C,NA,C,NA
18 LACKAWANNA PLAZA,07042,MONTCLAIR,N,C,NA,C,NA
18 LANE COURT,07043,MONTCLAIR,N,C,NA,C,NA
18 LEXINGTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
18 LLEWELLYN ROAD,07042,MONTCLAIR,N,C,NA,C,NA
18 LASALLE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
18 LINDEN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
18 MARQUETTE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
18 MISSION STREET,07042,MONTCLAIR,N,C,NA,C,NA
18 MONROE PLACE 1ST,07042,MONTCLAIR,N,C,NA,C,NA
18 MONROE PLACE 2ND,07042,MONTCLAIR,N,C,NA,C,NA
18 MONTAGUE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
18 MOUNT VERNON ROAD,07043,MONTCLAIR,N,C,NA,C,NA
18 MULFORD LANE,07042,MONTCLAIR,N,C,NA,C,NA
18 MADISON AVENUE,07042,MONTCLAIR,Y,C,NA,L,NA
