address,zip,town,address_full,suspected_lead,psl_materials,psl_other,service_line,csl_other,latitude,longitude,coord_source,flag_incomplete,latitude_adj,longitude_adj,address_full_adj
166 ALEXANDER AVENUE,7043,MONTCLAIR,"166 ALEXANDER AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.84996098333,-74.197802718422,census,0,40.84996098333,-74.197802718422,"166 ALEXANDER AVENUE, MONTCLAIR, NJ, 07043"
166 CHRISTOPHER STREET,7043,MONTCLAIR,"166 CHRISTOPHER STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.824898050936,-74.202221611737,census,0,40.824898050936,-74.202221611737,"166 CHRISTOPHER STREET, MONTCLAIR, NJ, 07043"
166 GORDONHURST AVENUE,7043,MONTCLAIR,"166 GORDONHURST AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.833587024172,-74.205573096831,census,0,40.833587024172,-74.205573096831,"166 GORDONHURST AVENUE, MONTCLAIR, NJ, 07043"
166 HIGHLAND AVENUE,7043,MONTCLAIR,"166 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043",Y,C,,UX,,40.833584075587,-74.218491175535,census,0,40.833584075587,-74.218491175535,"166 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043"
166 LINCOLN STREET,7042,MONTCLAIR,"166 LINCOLN STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.803105332125,-74.217610554758,census,0,40.803105332125,-74.217610554758,"166 LINCOLN STREET, MONTCLAIR, NJ, 07042"
166 MONTCLAIR AVENUE,7043,MONTCLAIR,"166 MONTCLAIR AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.827222595106,-74.202414136977,census,0,40.827222595106,-74.202414136977,"166 MONTCLAIR AVENUE, MONTCLAIR, NJ, 07043"
166 MIDLAND AVENUE,7042,MONTCLAIR,"166 MIDLAND AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.824268690775,-74.213427394929,census,0,40.824268690775,-74.213427394929,"166 MIDLAND AVENUE, MONTCLAIR, NJ, 07042"
166 N MOUNTAIN AVENUE,7042,MONTCLAIR,"166 N MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.829616615992,-74.216592387871,census,0,40.829616615992,-74.216592387871,"166 N MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
166 ORANGE ROAD,7042,MONTCLAIR,"166 ORANGE ROAD, MONTCLAIR, NJ, 07042",N,C,,C,,40.808411502109,-74.221060410522,census,0,40.808411502109,-74.221060410522,"166 ORANGE ROAD, MONTCLAIR, NJ, 07042"
166 SUMMIT AVENUE,7043,MONTCLAIR,"166 SUMMIT AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.837401270307,-74.203329953821,census,0,40.837401270307,-74.203329953821,"166 SUMMIT AVENUE, MONTCLAIR, NJ, 07043"
166 UPPER MOUNTAIN AVENUE,7042,MONTCLAIR,"166 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.831182124663,-74.217444148996,census,0,40.831182124663,-74.217444148996,"166 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
166 VALLEY ROAD,7043,MONTCLAIR,"166 VALLEY ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.82446378198,-74.218779193585,census,0,40.82446378198,-74.218779193585,"166 VALLEY ROAD, MONTCLAIR, NJ, 07043"
167 ALEXANDER AVENUE,7043,MONTCLAIR,"167 ALEXANDER AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.850158290408,-74.198129633302,census,0,40.850158290408,-74.198129633302,"167 ALEXANDER AVENUE, MONTCLAIR, NJ, 07043"
167 CLAREMONT AVENUE,7042,MONTCLAIR,"167 CLAREMONT AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.815910453136,-74.213572687747,census,0,40.815910453136,-74.213572687747,"167 CLAREMONT AVENUE, MONTCLAIR, NJ, 07042"
167 COOPER AVENUE,7043,MONTCLAIR,"167 COOPER AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.838833355393,-74.203500596368,census,0,40.838833355393,-74.203500596368,"167 COOPER AVENUE, MONTCLAIR, NJ, 07043"
167 EAGLE ROCK WAY,7042,MONTCLAIR,"167 EAGLE ROCK WAY, MONTCLAIR, NJ, 07042",N,C,,C,,40.803872457528,-74.234005221432,census,0,40.803872457528,-74.234005221432,"167 EAGLE ROCK WAY, MONTCLAIR, NJ, 07042"
167 GORDONHURST AVENUE,7043,MONTCLAIR,"167 GORDONHURST AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.833711462155,-74.205531057238,census,0,40.833711462155,-74.205531057238,"167 GORDONHURST AVENUE, MONTCLAIR, NJ, 07043"
167 HARRISON AVENUE,7042,MONTCLAIR,"167 HARRISON AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.799242361064,-74.226075303262,census,0,40.799242361064,-74.226075303262,"167 HARRISON AVENUE, MONTCLAIR, NJ, 07042"
167 HIGHLAND AVENUE,7043,MONTCLAIR,"167 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.833664610087,-74.218270985507,census,0,40.833664610087,-74.218270985507,"167 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043"
167 MONTCLAIR AVENUE,7043,MONTCLAIR,"167 MONTCLAIR AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.830141009133,-74.200581620035,census,0,40.830141009133,-74.200581620035,"167 MONTCLAIR AVENUE, MONTCLAIR, NJ, 07043"
167 ORANGE ROAD,7042,MONTCLAIR,"167 ORANGE ROAD, MONTCLAIR, NJ, 07042",N,C,,C,,40.80828252512,-74.220850767611,census,0,40.80828252512,-74.220850767611,"167 ORANGE ROAD, MONTCLAIR, NJ, 07042"
167 PARK STREET,7043,MONTCLAIR,"167 PARK STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.831574587833,-74.205650980883,census,0,40.831574587833,-74.205650980883,"167 PARK STREET, MONTCLAIR, NJ, 07043"
167 PINE STREET 1ST,7042,MONTCLAIR,"167 PINE STREET 1ST, MONTCLAIR, NJ, 07042",Y,C,,G,,40.813178818028,-74.206371997155,census,0,40.813178818028,-74.206371997155,"167 PINE STREET 1ST, MONTCLAIR, NJ, 07042"
167 PINE STREET 2ND,7042,MONTCLAIR,"167 PINE STREET 2ND, MONTCLAIR, NJ, 07042",Y,C,,UX,,40.813178818028,-74.206371997155,census,0,40.813178818028,-74.206371997155,"167 PINE STREET 2ND, MONTCLAIR, NJ, 07042"
167 S MOUNTAIN AVENUE,7042,MONTCLAIR,"167 S MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.808436364786,-74.230235109062,census,0,40.808436364786,-74.230235109062,"167 S MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
167 SUMMIT AVENUE,7043,MONTCLAIR,"167 SUMMIT AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.837568609047,-74.203565714073,census,0,40.837568609047,-74.203565714073,"167 SUMMIT AVENUE, MONTCLAIR, NJ, 07043"
167 UPPER MOUNTAIN AVENUE,7042,MONTCLAIR,"167 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.830898932464,-74.217455451329,census,0,40.830898932464,-74.217455451329,"167 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
167 VALLEY ROAD,7043,MONTCLAIR,"167 VALLEY ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.824408886085,-74.218643048338,census,0,40.824408886085,-74.218643048338,"167 VALLEY ROAD, MONTCLAIR, NJ, 07043"
167 WATCHUNG AVENUE,7043,MONTCLAIR,"167 WATCHUNG AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.829861456458,-74.202528663973,census,0,40.829861456458,-74.202528663973,"167 WATCHUNG AVENUE, MONTCLAIR, NJ, 07043"
167A HARRISON AVENUE 1ST,7042,MONTCLAIR,"167A HARRISON AVENUE 1ST, MONTCLAIR, NJ, 07042",N,C,,C,,40.799242361064,-74.226075303262,census,0,40.799242361064,-74.226075303262,"167A HARRISON AVENUE 1ST, MONTCLAIR, NJ, 07042"
167A HARRISON AVENUE 2ND,7042,MONTCLAIR,"167A HARRISON AVENUE 2ND, MONTCLAIR, NJ, 07042",N,C,,C,,40.799242361064,-74.226075303262,census,0,40.799242361064,-74.226075303262,"167A HARRISON AVENUE 2ND, MONTCLAIR, NJ, 07042"
167B HARRISON AVENUE 1ST,7042,MONTCLAIR,"167B HARRISON AVENUE 1ST, MONTCLAIR, NJ, 07042",N,C,,C,,40.799242361064,-74.226075303262,census,0,40.799242361064,-74.226075303262,"167B HARRISON AVENUE 1ST, MONTCLAIR, NJ, 07042"
167B HARRISON AVENUE 2ND,7042,MONTCLAIR,"167B HARRISON AVENUE 2ND, MONTCLAIR, NJ, 07042",N,C,,C,,40.799242361064,-74.226075303262,census,0,40.799242361064,-74.226075303262,"167B HARRISON AVENUE 2ND, MONTCLAIR, NJ, 07042"
168 ALEXANDER AVENUE,7043,MONTCLAIR,"168 ALEXANDER AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.850016937935,-74.198039501866,census,0,40.850016937935,-74.198039501866,"168 ALEXANDER AVENUE, MONTCLAIR, NJ, 07043"
168 CHRISTOPHER STREET,7043,MONTCLAIR,"168 CHRISTOPHER STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.825034172219,-74.202146433643,census,0,40.825034172219,-74.202146433643,"168 CHRISTOPHER STREET, MONTCLAIR, NJ, 07043"
168 GATES AVENUE,7042,MONTCLAIR,"168 GATES AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.807809902821,-74.226867958919,census,0,40.807809902821,-74.226867958919,"168 GATES AVENUE, MONTCLAIR, NJ, 07042"
168 GROVE STREET,7043,MONTCLAIR,"168 GROVE STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.818392370748,-74.204672671408,census,0,40.818392370748,-74.204672671408,"168 GROVE STREET, MONTCLAIR, NJ, 07043"
168 GORDONHURST AVENUE,7043,MONTCLAIR,"168 GORDONHURST AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.833644327493,-74.205659644586,census,0,40.833644327493,-74.205659644586,"168 GORDONHURST AVENUE, MONTCLAIR, NJ, 07043"
168 HARRISON AVENUE,7042,MONTCLAIR,"168 HARRISON AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.798947704652,-74.226352051983,census,0,40.798947704652,-74.226352051983,"168 HARRISON AVENUE, MONTCLAIR, NJ, 07042"
168 MIDLAND AVENUE,7042,MONTCLAIR,"168 MIDLAND AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.824355500147,-74.213358399043,census,0,40.824355500147,-74.213358399043,"168 MIDLAND AVENUE, MONTCLAIR, NJ, 07042"
168 MONTCLAIR AVENUE,7043,MONTCLAIR,"168 MONTCLAIR AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.827335157677,-74.202344525913,census,0,40.827335157677,-74.202344525913,"168 MONTCLAIR AVENUE, MONTCLAIR, NJ, 07043"
168 PARK STREET,7043,MONTCLAIR,"168 PARK STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.83217966502,-74.20548495439,census,0,40.83217966502,-74.20548495439,"168 PARK STREET, MONTCLAIR, NJ, 07043"
168 SUMMIT AVENUE,7043,MONTCLAIR,"168 SUMMIT AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.837438527706,-74.203510788458,census,0,40.837438527706,-74.203510788458,"168 SUMMIT AVENUE, MONTCLAIR, NJ, 07043"
168 UNION STREET,7042,MONTCLAIR,"168 UNION STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.810651503214,-74.225881581676,census,0,40.810651503214,-74.225881581676,"168 UNION STREET, MONTCLAIR, NJ, 07042"
168 WATCHUNG AVENUE,7043,MONTCLAIR,"168 WATCHUNG AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.8299348,-74.2011286,google_prior,0,40.8299348,-74.2011286,"168 WATCHUNG AVENUE, MONTCLAIR, NJ, 07043"
168 WILDWOOD AVENUE,7043,MONTCLAIR,"168 WILDWOOD AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.836258183003,-74.204413378534,census,0,40.836258183003,-74.204413378534,"168 WILDWOOD AVENUE, MONTCLAIR, NJ, 07043"
169 COOPER AVENUE,7043,MONTCLAIR,"169 COOPER AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.838877451881,-74.203656938419,census,0,40.838877451881,-74.203656938419,"169 COOPER AVENUE, MONTCLAIR, NJ, 07043"
169 CHRISTOPHER STREET,7043,MONTCLAIR,"169 CHRISTOPHER STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.825047299351,-74.201975058066,census,0,40.825047299351,-74.201975058066,"169 CHRISTOPHER STREET, MONTCLAIR, NJ, 07043"
169 GORDONHURST AVENUE,7043,MONTCLAIR,"169 GORDONHURST AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.833766377837,-74.205613998836,census,0,40.833766377837,-74.205613998836,"169 GORDONHURST AVENUE, MONTCLAIR, NJ, 07043"
169 HARRISON AVENUE,7042,MONTCLAIR,"169 HARRISON AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.799022472413,-74.226162694909,census,0,40.799022472413,-74.226162694909,"169 HARRISON AVENUE, MONTCLAIR, NJ, 07042"
169 LORRAINE AVENUE,7043,MONTCLAIR,"169 LORRAINE AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.841495343571,-74.203269117924,census,0,40.841495343571,-74.203269117924,"169 LORRAINE AVENUE, MONTCLAIR, NJ, 07043"
169 MIDLAND AVENUE,7042,MONTCLAIR,"169 MIDLAND AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.824968583306,-74.212669561124,census,0,40.824968583306,-74.212669561124,"169 MIDLAND AVENUE, MONTCLAIR, NJ, 07042"
169 MONTCLAIR AVENUE,7043,MONTCLAIR,"169 MONTCLAIR AVENUE, MONTCLAIR, NJ, 07043",Y,C,,O,Brass,40.83015532222,-74.200571954055,census,0,40.83015532222,-74.200571954055,"169 MONTCLAIR AVENUE, MONTCLAIR, NJ, 07043"
169 ORANGE ROAD,7042,MONTCLAIR,"169 ORANGE ROAD, MONTCLAIR, NJ, 07042",N,C,,C,,40.808149880984,-74.220797816943,census,0,40.808149880984,-74.220797816943,"169 ORANGE ROAD, MONTCLAIR, NJ, 07042"
169 PINE STREET,7042,MONTCLAIR,"169 PINE STREET, MONTCLAIR, NJ, 07042",Y,C,,O,BRASS,40.813222505571,-74.206336101835,census,0,40.813222505571,-74.206336101835,"169 PINE STREET, MONTCLAIR, NJ, 07042"
169 SUMMIT AVENUE,7043,MONTCLAIR,"169 SUMMIT AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.837602318122,-74.203729326363,census,0,40.837602318122,-74.203729326363,"169 SUMMIT AVENUE, MONTCLAIR, NJ, 07043"
169 UNION STREET,7042,MONTCLAIR,"169 UNION STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.810729027942,-74.226977274251,census,0,40.810729027942,-74.226977274251,"169 UNION STREET, MONTCLAIR, NJ, 07042"
169 UPPER MOUNTAIN AVENUE,7042,MONTCLAIR,"169 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",Y,C,,G,,40.831041750553,-74.21736507014,census,0,40.831041750553,-74.21736507014,"169 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
169 VALLEY ROAD,7043,MONTCLAIR,"169 VALLEY ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.82455797495,-74.218582628112,census,0,40.82455797495,-74.218582628112,"169 VALLEY ROAD, MONTCLAIR, NJ, 07043"
169 WILDWOOD AVENUE,7043,MONTCLAIR,"169 WILDWOOD AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.83636869901,-74.204373342481,census,0,40.83636869901,-74.204373342481,"169 WILDWOOD AVENUE, MONTCLAIR, NJ, 07043"
17 AUBREY ROAD,7043,MONTCLAIR,"17 AUBREY ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.833188228811,-74.198613736206,census,0,40.833188228811,-74.198613736206,"17 AUBREY ROAD, MONTCLAIR, NJ, 07043"
17 ARGYLE ROAD,7043,MONTCLAIR,"17 ARGYLE ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.835809707378,-74.194773963969,census,0,40.835809707378,-74.194773963969,"17 ARGYLE ROAD, MONTCLAIR, NJ, 07043"
17 BERKELEY PLACE,7042,MONTCLAIR,"17 BERKELEY PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.829307209816,-74.215623364637,census,0,40.829307209816,-74.215623364637,"17 BERKELEY PLACE, MONTCLAIR, NJ, 07042"
17 BURNSIDE STREET,7043,MONTCLAIR,"17 BURNSIDE STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.832716788342,-74.210445314003,census,0,40.832716788342,-74.210445314003,"17 BURNSIDE STREET, MONTCLAIR, NJ, 07043"
17 BELLEGROVE DRIVE,7043,MONTCLAIR,"17 BELLEGROVE DRIVE, MONTCLAIR, NJ, 07043",N,C,,C,,40.838322188919,-74.1920935375,census,0,40.838322188919,-74.1920935375,"17 BELLEGROVE DRIVE, MONTCLAIR, NJ, 07043"
17 BROOKFIELD ROAD 1ST,7043,MONTCLAIR,"17 BROOKFIELD ROAD 1ST, MONTCLAIR, NJ, 07043",N,C,,C,,40.834356502039,-74.20888764147,census,0,40.834356502039,-74.20888764147,"17 BROOKFIELD ROAD 1ST, MONTCLAIR, NJ, 07043"
17 BROOKFIELD ROAD 2ND,7043,MONTCLAIR,"17 BROOKFIELD ROAD 2ND, MONTCLAIR, NJ, 07043",N,C,,C,,40.834356502039,-74.20888764147,census,0,40.834356502039,-74.20888764147,"17 BROOKFIELD ROAD 2ND, MONTCLAIR, NJ, 07043"
17 CAREY COURT,7042,MONTCLAIR,"17 CAREY COURT, MONTCLAIR, NJ, 07042",N,C,,C,,40.800333803038,-74.219141519765,census,0,40.800333803038,-74.219141519765,"17 CAREY COURT, MONTCLAIR, NJ, 07042"
17 CARLISLE ROAD,7043,MONTCLAIR,"17 CARLISLE ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.856364645892,-74.202249235647,census,0,40.856364645892,-74.202249235647,"17 CARLISLE ROAD, MONTCLAIR, NJ, 07043"
17 CARLTON DRIVE,7043,MONTCLAIR,"17 CARLTON DRIVE, MONTCLAIR, NJ, 07043",N,C,,C,,40.847565968046,-74.183840210334,census,0,40.847565968046,-74.183840210334,"17 CARLTON DRIVE, MONTCLAIR, NJ, 07043"
17 CARTERET STREET,7043,MONTCLAIR,"17 CARTERET STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.836009052877,-74.209397685512,census,0,40.836009052877,-74.209397685512,"17 CARTERET STREET, MONTCLAIR, NJ, 07043"
17 CHAMPLAIN TERRACE,7042,MONTCLAIR,"17 CHAMPLAIN TERRACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.824815477674,-74.20594679624,census,0,40.824815477674,-74.20594679624,"17 CHAMPLAIN TERRACE, MONTCLAIR, NJ, 07042"
17 CHESTER ROAD,7043,MONTCLAIR,"17 CHESTER ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.833334837906,-74.196230444653,census,0,40.833334837906,-74.196230444653,"17 CHESTER ROAD, MONTCLAIR, NJ, 07043"
17 CLAIRIDGE COURT,7042,MONTCLAIR,"17 CLAIRIDGE COURT, MONTCLAIR, NJ, 07042",N,C,,C,,40.826658027335,-74.19591937648,census,0,40.826658027335,-74.19591937648,"17 CLAIRIDGE COURT, MONTCLAIR, NJ, 07042"
17 CLOVERHILL PLACE,7042,MONTCLAIR,"17 CLOVERHILL PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.811340655931,-74.209514685035,census,0,40.811340655931,-74.209514685035,"17 CLOVERHILL PLACE, MONTCLAIR, NJ, 07042"
17 COLUMBUS AVENUE,7042,MONTCLAIR,"17 COLUMBUS AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.819660285057,-74.20193922617,census,0,40.819660285057,-74.20193922617,"17 COLUMBUS AVENUE, MONTCLAIR, NJ, 07042"
17 CROSS STREET,7042,MONTCLAIR,"17 CROSS STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.808566022065,-74.223597628531,census,0,40.808566022065,-74.223597628531,"17 CROSS STREET, MONTCLAIR, NJ, 07042"
17 CAROLIN ROAD,7043,MONTCLAIR,"17 CAROLIN ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.833863463709,-74.198210717567,census,0,40.833863463709,-74.198210717567,"17 CAROLIN ROAD, MONTCLAIR, NJ, 07043"
17 CENTRAL AVENUE 1ST,7042,MONTCLAIR,"17 CENTRAL AVENUE 1ST, MONTCLAIR, NJ, 07042",N,C,,C,,40.821207682107,-74.217383657566,census,0,40.821207682107,-74.217383657566,"17 CENTRAL AVENUE 1ST, MONTCLAIR, NJ, 07042"
17 CENTRAL AVENUE 2ND,7042,MONTCLAIR,"17 CENTRAL AVENUE 2ND, MONTCLAIR, NJ, 07042",N,C,,C,,40.821207682107,-74.217383657566,census,0,40.821207682107,-74.217383657566,"17 CENTRAL AVENUE 2ND, MONTCLAIR, NJ, 07042"
17 CHARLES STREET,7042,MONTCLAIR,"17 CHARLES STREET, MONTCLAIR, NJ, 07042",Y,C,,UX,,40.798415446412,-74.226109531522,census,0,40.798415446412,-74.226109531522,"17 CHARLES STREET, MONTCLAIR, NJ, 07042"
17 DURYEA ROAD,7043,MONTCLAIR,"17 DURYEA ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.84181431876,-74.20216121524,census,0,40.84181431876,-74.20216121524,"17 DURYEA ROAD, MONTCLAIR, NJ, 07043"
17 ELSTON ROAD,7043,MONTCLAIR,"17 ELSTON ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.848168239377,-74.199135541779,census,0,40.848168239377,-74.199135541779,"17 ELSTON ROAD, MONTCLAIR, NJ, 07043"
17 ERWIN PARK ROAD,7042,MONTCLAIR,"17 ERWIN PARK ROAD, MONTCLAIR, NJ, 07042",N,C,,C,,40.82813702356,-74.211789566906,census,0,40.82813702356,-74.211789566906,"17 ERWIN PARK ROAD, MONTCLAIR, NJ, 07042"
17 ESSEX AVENUE,7042,MONTCLAIR,"17 ESSEX AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.821413719256,-74.207279131145,census,0,40.821413719256,-74.207279131145,"17 ESSEX AVENUE, MONTCLAIR, NJ, 07042"
17 EUCLID PLACE,7042,MONTCLAIR,"17 EUCLID PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.822879337935,-74.201114818899,census,0,40.822879337935,-74.201114818899,"17 EUCLID PLACE, MONTCLAIR, NJ, 07042"
17 FAIRMOUNT AVENUE,7043,MONTCLAIR,"17 FAIRMOUNT AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.828704294797,-74.195206204389,census,0,40.828704294797,-74.195206204389,"17 FAIRMOUNT AVENUE, MONTCLAIR, NJ, 07043"
17 FRANKLIN AVENUE,7042,MONTCLAIR,"17 FRANKLIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.799303502031,-74.21244548122,census,0,40.799303502031,-74.21244548122,"17 FRANKLIN AVENUE, MONTCLAIR, NJ, 07042"
17 FULTON STREET,7042,MONTCLAIR,"17 FULTON STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.807070661885,-74.213322761968,census,0,40.807070661885,-74.213322761968,"17 FULTON STREET, MONTCLAIR, NJ, 07042"
17 FAIRFIELD STREET,7042,MONTCLAIR,"17 FAIRFIELD STREET, MONTCLAIR, NJ, 07042",Y,C,,G,,40.828920907438,-74.2028460483,census,0,40.828920907438,-74.2028460483,"17 FAIRFIELD STREET, MONTCLAIR, NJ, 07042"
17 FRANCIS PLACE,7042,MONTCLAIR,"17 FRANCIS PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.818873598652,-74.223381228957,census,0,40.818873598652,-74.223381228957,"17 FRANCIS PLACE, MONTCLAIR, NJ, 07042"
17 FRANKLIN PLACE,7042,MONTCLAIR,"17 FRANKLIN PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.799303502031,-74.21244548122,census,0,40.799303502031,-74.21244548122,"17 FRANKLIN PLACE, MONTCLAIR, NJ, 07042"
17 GARDINER PLACE,7042,MONTCLAIR,"17 GARDINER PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.797942881836,-74.216588021555,census,0,40.797942881836,-74.216588021555,"17 GARDINER PLACE, MONTCLAIR, NJ, 07042"
17 GATES AVENUE,7042,MONTCLAIR,"17 GATES AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.810172747091,-74.21482603132,census,0,40.810172747091,-74.21482603132,"17 GATES AVENUE, MONTCLAIR, NJ, 07042"
17 GLENRIDGE PARKWAY,7042,MONTCLAIR,"17 GLENRIDGE PARKWAY, MONTCLAIR, NJ, 07042",N,C,,C,,40.820570175754,-74.201373341109,census,0,40.820570175754,-74.201373341109,"17 GLENRIDGE PARKWAY, MONTCLAIR, NJ, 07042"
17 GLENSIDE TERRACE,7043,MONTCLAIR,"17 GLENSIDE TERRACE, MONTCLAIR, NJ, 07043",N,C,,C,,40.838304784623,-74.191031395803,census,0,40.838304784623,-74.191031395803,"17 GLENSIDE TERRACE, MONTCLAIR, NJ, 07043"
17 GLENWOOD ROAD,7043,MONTCLAIR,"17 GLENWOOD ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.847336359142,-74.199857829866,census,0,40.847336359142,-74.199857829866,"17 GLENWOOD ROAD, MONTCLAIR, NJ, 07043"
17 GODFREY ROAD,7043,MONTCLAIR,"17 GODFREY ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.835793057452,-74.209658114661,census,0,40.835793057452,-74.209658114661,"17 GODFREY ROAD, MONTCLAIR, NJ, 07043"
17 GRAHAM TERRACE,7042,MONTCLAIR,"17 GRAHAM TERRACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.798702353011,-74.226930964385,census,0,40.798702353011,-74.226930964385,"17 GRAHAM TERRACE, MONTCLAIR, NJ, 07042"
17 GREENVIEW WAY,7043,MONTCLAIR,"17 GREENVIEW WAY, MONTCLAIR, NJ, 07043",N,C,,C,,40.838809825763,-74.193038802838,census,0,40.838809825763,-74.193038802838,"17 GREENVIEW WAY, MONTCLAIR, NJ, 07043"
17 GRAY STREET,7042,MONTCLAIR,"17 GRAY STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.825440817169,-74.198917715033,census,0,40.825440817169,-74.198917715033,"17 GRAY STREET, MONTCLAIR, NJ, 07042"
17 GRENADA PLACE,7042,MONTCLAIR,"17 GRENADA PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.796231490947,-74.218319151705,census,0,40.796231490947,-74.218319151705,"17 GRENADA PLACE, MONTCLAIR, NJ, 07042"
17 HAWTHORNE PLACE,7042,MONTCLAIR,"17 HAWTHORNE PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.807806350008,-74.216687298993,census,0,40.807806350008,-74.216687298993,"17 HAWTHORNE PLACE, MONTCLAIR, NJ, 07042"
17 HIGH STREET,7042,MONTCLAIR,"17 HIGH STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.801940773747,-74.21901863555,census,0,40.801940773747,-74.21901863555,"17 HIGH STREET, MONTCLAIR, NJ, 07042"
