address,zip,town,suspected_lead,psl_materials,psl_other,service_line,csl_other
124 VALLEY ROAD-APT J,07043,Montclair,N,C,,C,
124 VALLEY ROAD-APTC,07043,Montclair,N,C,,C,
124 VALLEY ROAD-APTF,07043,Montclair,N,C,,C,
124 VALLEY ROAD-APTG,07043,Montclair,N,C,,C,
124 VALLEY ROAD-APTH,07043,Montclair,N,C,,C,
124 VALLEY ROAD-APTI,07043,Montclair,N,C,,C,
124 VALLEY ROAD-APTL,07043,Montclair,N,C,,C,
124 Valley Road,07043,Montclair,N,C,,C,
124 WESTVIEW ROAD,07043,Montclair,N,C,,C,
124 WILDWOOD AVENUE,07043,Montclair,N,C,,C,
124 Watchung Avenue,07043,Montclair,N,C,,C,
125 ALEXANDER AVENUE 1ST,07043,Montclair,N,C,,C,
125 ALEXANDER AVENUE 2ND,07043,Montclair,N,C,,C,
125 BELLEVUE AVENUE,07043,Montclair,N,C,,C,
125 BLOOMFIELD AVENUE,07042,Montclair,N,C,,C,
125 CHESTNUT STREET,07042,Montclair,N,C,,C,
125 CHRISTOPHER STREET,07043,Montclair,N,C,,C,
125 Cooper Avenue,07043,Montclair,Y,C,,UX,
125 EDGEMONT ROAD,07042,Montclair,N,C,,C,
125 ELM STREET,07042,Montclair,N,C,,C,
125 GATES AVENUE,07042,Montclair,N,C,,C,
125 GLENRIDGE AVENUE,07042,Montclair,N,C,,C,
125 GORDONHURST AVENUE,07043,Montclair,N,C,,C,
125 HIGH STREET,07042,Montclair,N,C,,C,
125 Inwood Avenue,07043,Montclair,N,C,,C,
125 Lincoln Street,07042,Montclair,N,C,,C,
125 Lloyd Road,07042,Montclair,N,C,,C,
125 Lorraine Avenue,07043,Montclair,N,C,,C,
125 MAPLE AVENUE,07042,Montclair,N,C,,C,
125 MIDLAND AVENUE,07042,Montclair,N,C,,C,
125 Montclair Avenue,07043,Montclair,Y,C,,UX,
125 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
125 NORWOOD AVENUE,07043,Montclair,N,C,,C,
125 SQUIRE HILL ROAD,07043,Montclair,N,C,,C,
125 SUMMIT AVENUE,07043,Montclair,N,C,,C,
125 UPPER MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
125 VALLEY ROAD,07043,Montclair,N,C,,C,
125 Valley Road,07043,Montclair,N,C,,C,
125 WALNUT STREET 2ND,07042,Montclair,N,C,,C,
125 WALNUT STREET-1ST,07042,Montclair,N,C,,C,
125 WATCHUNG AVENUE,07043,Montclair,N,C,,C,
125 WATCHUNG AVENUE 1ST,07043,Montclair,N,C,,C,
125 WESTVIEW ROAD,07043,Montclair,N,C,,C,
125 WILLOWDALE AVENUE,07042,Montclair,N,C,,C,
125 Wildwood Avenue,07043,Montclair,Y,C,,O,BRASS
126 BUCKINGHAM ROAD,07043,Montclair,N,C,,C,
126 Bellevue Avenue,07043,Montclair,N,C,,C,
126 CHESTNUT STREET,07042,Montclair,N,C,,C,
126 CLAREWILL AVENUE,07043,Montclair,N,C,,C,
126 CLINTON AVENUE,07042,Montclair,N,C,,C,
126 COOPER AVENUE,07043,Montclair,N,C,,C,
126 Christopher Street,07043,Montclair,N,C,,C,
126 Claremont Avenue,07042,Montclair,Y,C,,G,
126 Essex Avenue,07042,Montclair,N,C,,C,
126 GATES AVENUE,07042,Montclair,N,C,,C,
126 GORDONHURST AVENUE,07043,Montclair,N,C,,C,
126 HELLER WAY,07043,Montclair,N,C,,C,
126 Haddon Place,07043,Montclair,N,C,,C,
126 LLOYD ROAD,07042,Montclair,N,C,,C,
126 LORRAINE AVENUE,07043,Montclair,N,C,,C,
126 MONTCLAIR AVENUE,07043,Montclair,N,C,,C,
126 MOUNT HEBRON ROAD,07043,Montclair,N,C,,C,
126 Midland Avenue,07042,Montclair,Y,C,,UX,
126 SUMMIT AVENUE,07043,Montclair,N,C,,C,
126 UNDERCLIFF ROAD,07042,Montclair,N,C,,C,
126 VALLEY ROAD,07043,Montclair,N,C,,C,
126 WALNUT STREET,07042,Montclair,N,C,,C,
126 WESTVIEW ROAD,07043,Montclair,N,C,,C,
126 WILDWOOD AVENUE,07043,Montclair,N,C,,C,
126-A WILDWOOD AVENUE,07043,Montclair,N,C,,C,
127 Buckingham Road,07043,Montclair,N,C,,C,
127 CHRISTOPHER STREET,07043,Montclair,N,C,,C,
127 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
127 EDGEMONT ROAD,07042,Montclair,N,C,,C,
127 ELM STREET,07042,Montclair,N,C,,C,
127 Essex Avenue,07042,Montclair,Y,C,,G,
127 GROVE STREET,07043,Montclair,N,C,,C,
127 Gordonhurst Avenue,07043,Montclair,N,C,,C,
127 HADDON PLACE,07043,Montclair,N,C,,C,
127 HELLER WAY,07043,Montclair,N,C,,C,
127 HIGH STREET,07042,Montclair,N,C,,C,
127 INWOOD AVENUE,07043,Montclair,N,C,,C,
127 LINCOLN STREET,07042,Montclair,N,C,,C,
127 LLEWELLYN ROAD,07042,Montclair,N,C,,C,
127 LLOYD ROAD,07042,Montclair,N,C,,C,
127 MIDLAND AVENUE,07042,Montclair,N,C,,C,
127 Mount Hebron Road,07043,Montclair,N,C,,C,
127 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
127 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
127 Pine Street,07042,Montclair,N,C,,O,cast iron
127 S MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
127 SQUIRE HILL ROAD,07043,Montclair,N,C,,C,
127 SUMMIT AVENUE,07043,Montclair,N,C,,C,
127 Undercliff Road,07042,Montclair,N,C,,C,
127 VALLEY ROAD,07043,Montclair,N,C,,C,
127 WATCHUNG AVENUE 2ND,07043,Montclair,N,C,,C,
127 WESTVIEW ROAD,07043,Montclair,N,C,,C,
127 Watchung Avenue 1ST,07043,Montclair,Y,C,,L,
127 Watchung Avenue 2ND,07043,Montclair,Y,C,,L,
128 ALEXANDER AVENUE,07043,Montclair,N,C,,C,
128 Buckingham Road,07043,Montclair,N,C,,C,
128 CHESTNUT STREET,07042,Montclair,N,C,,C,
128 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
128 COOPER AVENUE,07043,Montclair,N,C,,C,
128 Christopher Street,07043,Montclair,N,C,,C,
128 GORDONHURST AVENUE,07043,Montclair,N,C,,C,
128 HADDON PLACE,07043,Montclair,N,C,,C,
128 HIGH STREET,07042,Montclair,N,C,,C,
128 HIGHLAND AVENUE,07043,Montclair,N,C,,C,
128 INWOOD AVENUE,07043,Montclair,N,C,,C,
128 Lincoln Street,07042,Montclair,N,C,,C,
128 MAPLE AVENUE,07042,Montclair,N,C,,C,
128 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
128 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
128 NORWOOD AVENUE,07043,Montclair,N,C,,C,
128 S MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
128 SQUIRE HILL ROAD,07043,Montclair,N,C,,C,
128 SUMMIT AVENUE,07043,Montclair,N,C,,C,
128 WALNUT STREET,07042,Montclair,N,C,,C,
128 WATCHUNG AVENUE,07043,Montclair,N,C,,C,
128 WESTVIEW ROAD,07043,Montclair,N,C,,C,
128 WILDWOOD AVENUE,07043,Montclair,N,C,,C,
129 ALEXANDER AVENUE,07043,Montclair,N,C,,C,
129 BELLEVUE AVENUE,07043,Montclair,N,C,,C,
129 CHESTNUT STREET,07042,Montclair,N,C,,C,
129 CLAREMONT AVENUE 2ND,07042,Montclair,N,C,,C,
129 CLAREMONT AVENUE- 1ST FL,07042,Montclair,N,C,,C,
129 COOPER AVENUE,07043,Montclair,N,C,,C,
129 Christopher Street,07043,Montclair,Y,C,,UX,
129 Clarewill Avenue,07043,Montclair,N,C,,C,
129 Elm Street,07042,Montclair,N,C,,C,
129 GORDONHURST AVENUE,07043,Montclair,N,C,,C,
129 GROVE STREET,07043,Montclair,N,C,,C,
129 HADDON PLACE,07043,Montclair,N,C,,C,
129 HIGH STREET,07042,Montclair,N,C,,C,
129 LINCOLN STREET,07042,Montclair,N,C,,C,
129 LLEWELLYN ROAD,07042,Montclair,N,C,,C,
129 MAPLE AVENUE APT.5,07042,Montclair,N,C,,C,
129 MAPLE AVENUE APT1,07042,Montclair,N,C,,C,
129 MAPLE AVENUE APT2,07042,Montclair,N,C,,C,
129 MAPLE AVENUE APT3,07042,Montclair,N,C,,C,
129 MAPLE AVENUE APT4,07042,Montclair,N,C,,C,
129 MAPLE AVENUE-APT6,07042,Montclair,N,C,,C,
129 MIDLAND AVENUE,07042,Montclair,N,C,,C,
129 MOUNT HEBRON ROAD,07043,Montclair,N,C,,C,
129 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
129 NORWOOD AVENUE,07043,Montclair,N,C,,C,
129 Orange Road,07042,Montclair,N,C,,C,
129 SUMMIT AVENUE,07043,Montclair,N,C,,C,
129 UNION STREET,07042,Montclair,N,C,,C,
129 VALLEY ROAD,07043,Montclair,N,C,,C,
129 WALNUT STREET,07042,Montclair,N,C,,C,
129 WESTVIEW ROAD,07043,Montclair,N,C,,C,
129 WILDWOOD AVENUE,07043,Montclair,N,C,,C,
12A N WILLOW STREET,07042,Montclair,N,C,,C,
13 AMELIA STREET,07042,Montclair,N,C,,C,
13 BELLAIRE DRIVE,07042,Montclair,N,C,,C,
13 BRIAR HILL ROAD,07042,Montclair,N,C,,C,
13 CARLISLE ROAD,07043,Montclair,N,C,,C,
13 CHAMPLAIN TERRACE,07042,Montclair,N,C,,C,
13 CLOVERHILL PLACE,07042,Montclair,N,C,,C,
13 Central Avenue 1ST,07042,Montclair,N,C,,C,
13 Central Avenue 2ND,07042,Montclair,N,C,,C,
13 Chester Road,07043,Montclair,N,C,,C,
13 Columbus Avenue,07042,Montclair,Y,C,,G,
13 ELIZABETH ROAD,07043,Montclair,N,C,,C,
13 ELSTON ROAD,07043,Montclair,N,C,,C,
13 FAIRMOUNT AVENUE,07043,Montclair,N,C,,C,
13 Fulton Street,07042,Montclair,N,C,,C,
13 GRAHAM TERRACE,07042,Montclair,N,C,,C,
13 Garden Street,07042,Montclair,N,C,,C,
13 Gardiner Place,07042,Montclair,Y,C,,UX,
13 Hilltop Place,07042,Montclair,N,C,,C,
13 Hollywood Avenue,07042,Montclair,N,C,,C,
13 James Street,07042,Montclair,Y,C,,G,
13 KIPS RIDGE,07044,Montclair,N,C,,C,
13 KIPS RIDGE-SPRINKLER,07044,Montclair,N,C,,C,
13 LEXINGTON AVENUE,07042,Montclair,N,C,,C,
13 MARQUETTE ROAD,07043,Montclair,N,C,,C,
13 MARSTON PLACE,07042,Montclair,N,C,,C,
13 MIDLAND AVENUE,07042,Montclair,N,C,,C,
13 MONTAGUE PLACE,07042,Montclair,N,C,,C,
13 MONTCLAIR AVENUE,07043,Montclair,N,C,,C,
13 MOUNT VERNON ROAD,07043,Montclair,N,C,,C,
13 MOUNTAIN VIEW PLACE,07042,Montclair,N,C,,C,
13 MOUNTAINVIEW PLACE,07042,Montclair,N,C,,C,
13 NEW STREET,07042,Montclair,N,C,,C,
13 NORMAN ROAD,07043,Montclair,N,C,,C,
13 OXFORD STREET 1ST,07042,Montclair,N,C,,C,
13 OXFORD STREET 2ND,07042,Montclair,N,C,,C,
13 PARK TERRACE,07043,Montclair,N,C,,C,
13 PLEASANT AVENUE,07042,Montclair,N,C,,C,
13 POTTER COURT,07043,Montclair,N,C,,C,
13 Patton Place,07043,Montclair,N,C,,C,
13 Prospect Avenue,07042,Montclair,Y,C,,UX,
13 SKYTOP TERRACE,07043,Montclair,N,C,,C,
13 STANFORD PLACE,07042,Montclair,N,C,,C,
13 STEPHEN STREET,07042,Montclair,N,C,,C,
13 STONEHENGE ROAD,07043,Montclair,N,C,,C,
13 SYLVAN PLACE,07042,Montclair,N,C,,C,
13 TALBOT STREET,07042,Montclair,N,C,,C,
13 THE FAIRWAY,07043,Montclair,N,C,,C,
13 TRINITY PLACE,07042,Montclair,N,C,,C,
13 Trinity Place,07042,Montclair,N,C,,C,
13 Vincent Place,07042,Montclair,N,C,,C,
13 WARMAN STREET,07042,Montclair,N,C,,C,
13 WHEELER STREET,07042,Montclair,N,C,,C,
13 WILFRED STREET,07042,Montclair,N,C,,C,
13 WILLOWMERE AVENUE,07042,Montclair,N,C,,C,
13 WOODLAND AVENUE,07042,Montclair,N,C,,C,
13 Ward Place,07042,Montclair,Y,C,,L,
13 Wellesley Road,07043,Montclair,N,C,,C,
13 Willard Place,07042,Montclair,N,C,,C,
13-17 S FULLERTON AVENUE,07042,Montclair,N,C,,C,
130 Alexander Avenue,07043,Montclair,N,C,,C,
130 BELLEVUE AVENUE,07043,Montclair,N,C,,C,
130 BUCKINGHAM ROAD,07043,Montclair,N,C,,C,
130 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
130 Central Avenue,07042,Montclair,N,C,,C,
130 Clarewill Avenue,07043,Montclair,N,C,,C,
130 EDGEMONT ROAD,07042,Montclair,N,C,,C,
130 ESSEX AVENUE,07042,Montclair,N,C,,C,
130 Forest Street,07042,Montclair,N,C,,C,
130 GORDONHURST AVENUE,07043,Montclair,N,C,,C,
130 Gates Avenue,07042,Montclair,N,C,,C,
130 HELLER WAY,07043,Montclair,N,C,,C,
130 HIGH STREET,07042,Montclair,N,C,,C,
130 Lloyd Road,07042,Montclair,Y,C,,G,
130 MAPLE AVENUE 1ST,07042,Montclair,N,C,,C,
130 MAPLE AVENUE 2ND,07042,Montclair,N,C,,C,
130 Midland Avenue,07042,Montclair,Y,C,,L,
130 Montclair Avenue,07043,Montclair,N,C,,C,
130 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
130 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
130 SQUIRE HILL ROAD,07043,Montclair,N,C,,C,
130 Summit Avenue,07043,Montclair,N,C,,C,
130 VALLEY ROAD,07043,Montclair,N,C,,C,
130 WALNUT STREET,07042,Montclair,N,C,,C,
130 WESTVIEW ROAD,07043,Montclair,N,C,,C,
130 WILDWOOD AVENUE,07043,Montclair,N,C,,C,
131 BUCKINGHAM ROAD,07043,Montclair,N,C,,C,
131 CHRISTOPHER STREET,07043,Montclair,N,C,,C,
131 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
131 CLAREWILL AVENUE,07043,Montclair,N,C,,C,
131 GLENRIDGE AVENUE,07042,Montclair,N,C,,C,
131 GORDONHURST AVENUE,07043,Montclair,N,C,,C,
131 GROVE STREET,07043,Montclair,N,C,,C,
131 HADDON PLACE,07043,Montclair,N,C,,C,
131 HELLER WAY,07043,Montclair,N,C,,C,
131 HIGH STREET,07042,Montclair,N,C,,C,
131 HIGHLAND AVENUE,07043,Montclair,N,C,,C,
131 Inwood Avenue,07043,Montclair,N,C,,O,Iron
131 LLEWELLYN ROAD,07042,Montclair,N,C,,C,
131 LORRAINE AVENUE,07043,Montclair,N,C,,C,
131 MIDLAND AVENUE,07042,Montclair,N,C,,C,
131 MIDLAND AVENUE-1ST,07042,Montclair,N,C,,C,
131 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
131 Pine Street,07042,Montclair,N,C,,C,
131 SQUIRE HILL ROAD,07043,Montclair,N,C,,C,
131 Summit Avenue,07043,Montclair,N,C,,C,
131 UPPER MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
131 VALLEY ROAD,07043,Montclair,N,C,,C,
131 WILDWOOD AVENUE,07043,Montclair,N,C,,C,
131 Watchung Avenue,07043,Montclair,N,C,,C,
132 Alexander Avenue,07043,Montclair,Y,C,,UX,
132 BELLEVUE AVENUE,07043,Montclair,N,C,,C,
132 BUCKINGHAM ROAD,07043,Montclair,N,C,,C,
132 CENTRAL AVENUE,07042,Montclair,N,C,,C,
132 CHRISTOPHER STREET,07043,Montclair,N,C,,C,
132 Claremont Avenue,07042,Montclair,Y,C,,UX,
132 Forest Street,07042,Montclair,Y,C,,UX,
132 GORDONHURST AVENUE,07043,Montclair,N,C,,C,
132 Haddon Place,07043,Montclair,N,C,,C,
132 High Street,07042,Montclair,N,C,,C,
132 INWOOD AVENUE,07043,Montclair,N,C,,C,
132 LINCOLN STREET,07042,Montclair,N,C,,C,
132 Lorraine Avenue,07043,Montclair,N,C,,C,
132 MONTCLAIR AVENUE,07043,Montclair,N,C,,C,
132 Midland Avenue,07042,Montclair,Y,C,,L,
132 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
132 NORWOOD AVENUE,07043,Montclair,N,C,,C,
132 S MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
132 Squire Hill Road,07043,Montclair,N,C,,C,
132 Summit Avenue,07043,Montclair,Y,C,,G,
132 VALLEY ROAD,07043,Montclair,N,C,,C,
132 WALNUT STREET,07042,Montclair,N,C,,C,
132 WATCHUNG AVENUE,07043,Montclair,N,C,,C,
132 WATCHUNG AVENUE 2ND,07043,Montclair,N,C,,C,
132 WILDWOOD AVENUE,07043,Montclair,N,C,,C,
133 BELLEVUE AVENUE,07043,Montclair,N,C,,C,
133 BUCKINGHAM ROAD,07043,Montclair,N,C,,C,
133 CLAREMONT AVENUE-1ST,07042,Montclair,N,C,,C,
133 CLAREMONT AVENUE-2ND,07042,Montclair,N,C,,C,
133 COOPER AVENUE,07043,Montclair,N,C,,C,
133 Chestnut Street,07042,Montclair,Y,C,,O,BRASS
133 Christopher Street,07043,Montclair,N,C,,C,
133 GROVE STREET,07043,Montclair,N,C,,C,
133 HIGH STREET,07042,Montclair,N,C,,C,
133 Haddon Place,07043,Montclair,Y,C,,UX,
133 MAPLE AVENUE,07042,Montclair,N,C,,C,
133 Midland Avenue 1ST,07042,Montclair,Y,C,,UX,
133 Midland Avenue 2ND,07042,Montclair,Y,C,,UX,
133 Montclair Avenue,07043,Montclair,N,C,,C,
133 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
133 N Mountain Avenue,07042,Montclair,N,C,,C,
133 NORWOOD AVENUE,07043,Montclair,N,C,,C,
133 SUMMIT AVENUE,07043,Montclair,N,C,,C,
133 UNDERCLIFF ROAD,07042,Montclair,N,C,,C,
133 UNION STREET,07042,Montclair,N,C,,C,
133 WALNUT STREET,07042,Montclair,N,C,,C,
133 WATCHUNG AVENUE,07043,Montclair,N,C,,C,
133 WESTVIEW ROAD,07043,Montclair,N,C,,C,
133 WILDWOOD AVENUE,07043,Montclair,N,C,,C,
133 WILLOWDALE AVENUE-1ST,07042,Montclair,N,C,,C,
133 WILLOWDALE AVENUE-2ND,07042,Montclair,N,C,,C,
134 BUCKINGHAM ROAD,07043,Montclair,N,C,,C,
134 COOPER AVENUE,07043,Montclair,N,C,,C,
134 Chestnut Street,07042,Montclair,N,C,,C,
134 Claremont Avenue 1ST,07042,Montclair,N,C,,C,
134 Claremont Avenue 2ND,07042,Montclair,N,C,,C,
134 Clarewill Avenue,07043,Montclair,N,C,,C,
134 FOREST STREET,07042,Montclair,N,C,,C,
134 GROVE STREET,07043,Montclair,N,C,,C,
134 HELLER WAY,07043,Montclair,N,C,,C,
134 HIGH STREET,07042,Montclair,N,C,,C,
134 Highland Avenue,07043,Montclair,Y,C,,O,Brass
134 MONTCLAIR AVENUE,07043,Montclair,N,C,,C,
134 SQUIRE HILL ROAD,07043,Montclair,N,C,,C,
134 SUMMIT AVENUE,07043,Montclair,N,C,,C,
134 VALLEY ROAD,07043,Montclair,N,C,,C,
134 WATCHUNG AVENUE,07043,Montclair,N,C,,C,
134 WESTVIEW ROAD,07043,Montclair,N,C,,C,
134 WILDWOOD AVENUE,07043,Montclair,N,C,,C,
135 BELLEVUE AVENUE,07043,Montclair,N,C,,C,
135 BUCKINGHAM ROAD,07043,Montclair,N,C,,C,
135 CLAREMONT AVENUE 1ST,07042,Montclair,N,C,,C,
135 CLAREMONT AVENUE 2ND,07042,Montclair,N,C,,C,
135 FOREST STREET,07042,Montclair,N,C,,C,
135 GROVE STREET,07043,Montclair,N,C,,C,
135 Haddon Place,07043,Montclair,N,C,,C,
135 High Street,07042,Montclair,N,C,,C,
135 INWOOD AVENUE,07043,Montclair,N,C,,C,
135 Lincoln Street,07042,Montclair,N,C,,C,
135 MIDLAND AVENUE 1ST,07042,Montclair,N,C,,C,
135 MIDLAND AVENUE 2ND,07042,Montclair,N,C,,C,
135 MONTCLAIR AVENUE,07043,Montclair,N,C,,C,
135 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
135 Norwood Avenue,07043,Montclair,N,C,,C,
135 Squire Hill Road,07043,Montclair,N,C,,C,
135 Summit Avenue,07043,Montclair,N,C,,C,
135 WILDWOOD AVENUE,07043,Montclair,N,C,,C,
135 Watchung Avenue,07043,Montclair,N,C,,C,
135 Willowdale Avenue 1ST,07042,Montclair,N,C,,C,
135 Willowdale Avenue 2ND,07042,Montclair,N,C,,C,
136 ALEXANDER AVENUE,07043,Montclair,N,C,,C,
136 BELLEVUE AVENUE,07043,Montclair,N,C,,C,
136 CHESTNUT STREET,07042,Montclair,N,C,,C,
136 CHRISTOPHER STREET,07043,Montclair,N,C,,C,
136 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
136 FOREST STREET,07042,Montclair,N,C,,C,
136 Grove Street,07043,Montclair,N,C,,C,
136 HIGH STREET,07042,Montclair,N,C,,C,
136 Haddon Place,07043,Montclair,N,C,,C,
136 INWOOD AVENUE,07043,Montclair,N,C,,C,
136 LINCOLN STREET,07042,Montclair,N,C,,C,
136 LORRAINE AVENUE,07043,Montclair,N,C,,C,
136 MONTCLAIR AVENUE,07043,Montclair,N,C,,C,
136 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
136 SQUIRE HILL ROAD,07043,Montclair,N,C,,C,
136 SUMMIT AVENUE,07043,Montclair,N,C,,C,
136 UPPER MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
136 VALLEY ROAD,07043,Montclair,N,C,,C,
136 WILDWOOD AVENUE,07043,Montclair,N,C,,C,
136 Watchung Avenue,07043,Montclair,N,C,,C,
137 BELLEVUE AVENUE,07043,Montclair,N,C,,C,
137 BUCKINGHAM ROAD,07043,Montclair,N,C,,C,
137 CENTRAL AVENUE,07042,Montclair,N,C,,C,
137 CLAREMONT AVENUE-1ST,07042,Montclair,N,C,,C,
137 CLAREMONT AVENUE-2ND,07042,Montclair,N,C,,C,
137 COOPER AVENUE,07043,Montclair,N,C,,C,
137 Clarewill Avenue,07043,Montclair,N,C,,C,
137 FOREST STREET,07042,Montclair,N,C,,C,
137 GORDONHURST AVENUE,07043,Montclair,N,C,,C,
137 GROVE STREET,07043,Montclair,N,C,,C,
137 Haddon Place,07043,Montclair,N,C,,C,
137 High Street,07042,Montclair,N,C,,C,
137 LORRAINE AVENUE,07043,Montclair,N,C,,C,
137 Lincoln Street,07042,Montclair,N,C,,C,
137 MAPLE AVENUE,07042,Montclair,N,C,,C,
137 MONTCLAIR AVENUE,07043,Montclair,N,C,,C,
137 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
137 N Mountain Avenue,07042,Montclair,N,C,,C,
137 SQUIRE HILL ROAD,07043,Montclair,N,C,,C,
137 Summit Avenue,07043,Montclair,N,C,,C,
137 UPPER MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
137 Undercliff Road,07042,Montclair,N,C,,C,
137 VALLEY ROAD,07043,Montclair,N,C,,C,
137 WALNUT STREET,07042,Montclair,N,C,,C,
137 WILLOWDALE AVENUE,07042,Montclair,N,C,,C,
137 WILLOWDALE AVENUE 1ST,07042,Montclair,N,C,,C,
137-A HIGH STREET,07042,Montclair,N,C,,C,
138 ALEXANDER AVENUE,07043,Montclair,N,C,,C,
138 BUCKINGHAM ROAD,07043,Montclair,N,C,,C,
138 CHESTNUT STREET,07042,Montclair,N,C,,C,
138 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
138 COOPER AVENUE,07043,Montclair,N,C,,C,
138 GORDONHURST AVENUE,07043,Montclair,N,C,,C,
138 Grove Street,07043,Montclair,N,C,,C,
138 Haddon Place,07043,Montclair,Y,C,,UX,
138 High Street,07042,Montclair,N,C,,C,
138 LINCOLN STREET,07042,Montclair,N,C,,C,
138 LLOYD ROAD,07042,Montclair,N,C,,C,
138 MAPLE AVENUE 1ST,07042,Montclair,N,C,,C,
138 MAPLE AVENUE-2ND,07042,Montclair,N,C,,C,
138 MONTCLAIR AVENUE,07043,Montclair,N,C,,C,
138 N Mountain Avenue,07042,Montclair,N,C,,C,
138 SQUIRE HILL ROAD,07043,Montclair,N,C,,C,
138 SUMMIT AVENUE,07043,Montclair,N,C,,C,
138 WALNUT STREET,07042,Montclair,N,C,,C,
138 Wildwood Avenue,07043,Montclair,N,C,,C,
138-A HIGH STREET,07042,Montclair,N,C,,C,
139 BELLEVUE AVENUE,07043,Montclair,N,C,,C,
139 BUCKINGHAM ROAD,07043,Montclair,N,C,,C,
139 CHESTNUT STREET,07042,Montclair,N,C,,C,
139 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
139 COOPER AVENUE,07043,Montclair,N,C,,C,
139 FOREST STREET,07042,Montclair,N,C,,C,
139 GATES AVENUE,07042,Montclair,N,C,,C,
139 GROVE STREET,07043,Montclair,N,C,,C,
139 HADDON PLACE,07043,Montclair,N,C,,C,
139 LINCOLN STREET,07042,Montclair,N,C,,C,
139 MONTCLAIR AVENUE,07043,Montclair,N,C,,C,
139 N Fullerton Avenue,07042,Montclair,N,C,,C,
139 SUMMIT AVENUE,07043,Montclair,N,C,,C,
139 UNION STREET,07042,Montclair,N,C,,C,
139 VALLEY ROAD,07043,Montclair,N,C,,C,
139 WILLOWDALE AVENUE,07042,Montclair,N,C,,C,
139-A HIGH STREET,07042,Montclair,N,C,,C,
139-B HIGH STREET,07042,Montclair,N,C,,C,
13A WASHINGTON STREET,07042,Montclair,N,C,,C,
13B WASHINGTON STREET,07042,Montclair,N,C,,C,
14 ALDEN ROAD,07042,Montclair,N,C,,C,
14 ALEXANDER AVENUE,07043,Montclair,N,C,,C,
14 ALVIN PLACE,07043,Montclair,N,C,,C,
14 AUBREY ROAD,07043,Montclair,N,C,,C,
14 Amelia Street,07042,Montclair,N,C,,C,
14 BALDWIN STREET,07042,Montclair,N,C,,C,
14 BELLEGROVE DRIVE,07043,Montclair,N,C,,C,
14 BERKELEY PLACE,07042,Montclair,N,C,,C,
14 BRAEMORE ROAD,07043,Montclair,N,C,,C,
14 BRAINARD STREET,07043,Montclair,N,C,,C,
14 BROOKFIELD ROAD 1ST,07043,Montclair,N,C,,C,
14 BROOKFIELD ROAD 2ND,07043,Montclair,N,C,,C,
14 BRUCE ROAD,07043,Montclair,N,C,,C,
14 BRUNSWICK ROAD,07042,Montclair,N,C,,C,
14 BURNSIDE STREET,07043,Montclair,N,C,,C,
14 Bradford Way,07043,Montclair,Y,C,,UX,
14 CAREY COURT,07042,Montclair,N,C,,C,
14 CARLTON DRIVE,07043,Montclair,N,C,,C,
14 CARRIAGE WAY,07042,Montclair,N,C,,C,
14 CHARLES STREET,07042,Montclair,N,C,,C,
14 CHESTER ROAD,07043,Montclair,N,C,,C,
14 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
14 CLINTON AVENUE,07042,Montclair,N,C,,C,
14 CLOVERHILL PLACE,07042,Montclair,N,C,,C,
14 CLUB ROAD,07043,Montclair,N,C,,C,
14 COLLEGE AVENUE,07043,Montclair,N,C,,C,
14 COLUMBUS AVENUE,07042,Montclair,N,C,,C,
14 COTTAGE PLACE,07042,Montclair,N,C,,C,
14 CROSS STREET,07042,Montclair,N,C,,C,
14 Capron Lane,07043,Montclair,N,C,,C,
14 Clairidge Court,07042,Montclair,Y,C,,G,
14 Cornell Way,07043,Montclair,Y,C,,L,
14 Duryea Road,07043,Montclair,N,C,,C,
14 EDGECLIFF ROAD,07043,Montclair,N,C,,C,
14 ELIZABETH ROAD,07043,Montclair,N,C,,C,
